ct_norm_s1,ct_norm_s2,ct_norm_s3,ct_norm_s4,ct_norm_s5,ct_norm_s6,wip_norm,speed_norm,failure_prob,micro_stops_norm,operator_efficiency,action,reward,throughput_uph,episode,step
0.74,0.6,0.63,0.46,0.56,0.7,0.1,0.73,0.01,0.27,0.84,3,78.9,74.08,222,15
0.76,0.62,0.67,0.47,0.59,0.7,0.1,0.73,0.0,0.07,0.84,2,68.48,69.98,222,16
0.78,0.68,0.69,0.5,0.62,0.74,0.12,0.71,0.0,0.13,0.84,2,63.88,66.15,222,17
0.81,0.73,0.72,0.52,0.65,0.77,0.12,0.68,0.0,0.13,0.84,5,59.79,66.07,222,18
0.8,0.75,0.73,0.52,0.63,0.77,0.12,0.68,0.0,0.2,0.84,1,63.82,69.65,222,19
0.75,0.72,0.73,0.49,0.6,0.76,0.12,0.71,0.03,0.2,0.84,4,60.86,70.43,222,20
0.76,0.73,0.73,0.48,0.61,0.74,0.12,0.72,0.02,0.27,0.84,5,58.06,70.17,222,21
0.78,0.71,0.75,0.48,0.61,0.76,0.1,0.72,0.02,0.33,0.84,3,64.92,69.1,222,22
0.8,0.74,0.77,0.49,0.63,0.79,0.1,0.72,0.0,0.2,0.84,2,60.2,65.17,222,23
0.82,0.79,0.8,0.53,0.68,0.82,0.1,0.69,0.0,0.2,0.84,2,50.66,61.8,222,24
0.84,0.82,0.8,0.56,0.7,0.88,0.12,0.67,0.0,0.27,0.84,1,50.02,64.8,222,25
0.84,0.79,0.77,0.54,0.7,0.84,0.12,0.69,0.02,0.33,0.84,5,46.28,65.01,222,26
0.84,0.81,0.77,0.52,0.69,0.83,0.12,0.69,0.02,0.4,0.84,1,48.82,68.52,222,27
0.82,0.79,0.75,0.5,0.66,0.79,0.15,0.72,0.04,0.4,0.84,0,55.1,70.4,222,28
0.82,0.8,0.73,0.51,0.64,0.77,0.15,0.72,0.04,0.33,0.86,1,55.62,74.37,222,29
0.78,0.77,0.71,0.49,0.59,0.74,0.15,0.74,0.06,0.4,0.86,1,59.58,77.78,222,30
0.77,0.73,0.69,0.49,0.58,0.73,0.15,0.77,0.08,0.4,0.86,0,66.71,79.15,222,31
0.75,0.75,0.7,0.49,0.57,0.71,0.12,0.77,0.08,0.33,0.88,1,65.27,82.66,222,32
0.74,0.72,0.68,0.5,0.54,0.7,0.15,0.79,0.09,0.4,0.88,3,76.53,81.78,222,33
0.73,0.75,0.71,0.51,0.57,0.7,0.15,0.79,0.06,0.2,0.88,4,76.25,82.31,222,34
0.74,0.75,0.72,0.51,0.57,0.71,0.1,0.8,0.05,0.27,0.88,1,81.22,86.64,222,35
0.72,0.72,0.69,0.47,0.54,0.69,0.1,0.82,0.08,0.27,0.88,1,80.33,90.58,222,36
0.72,0.71,0.66,0.45,0.5,0.66,0.12,0.85,0.09,0.33,0.88,0,89.96,94.03,222,37
0.73,0.71,0.66,0.46,0.51,0.67,0.1,0.85,0.09,0.27,0.91,4,89.65,94.54,222,38
0.74,0.71,0.68,0.46,0.53,0.67,0.05,0.86,0.08,0.33,0.91,0,93.94,94.76,222,39
0.74,0.7,0.67,0.45,0.54,0.67,0.05,0.86,0.08,0.27,0.91,0,99.11,95.71,222,40
0.74,0.7,0.66,0.45,0.54,0.66,0.05,0.86,0.07,0.2,0.92,1,101.17,99.74,222,41
0.72,0.67,0.66,0.45,0.52,0.63,0.02,0.88,0.1,0.27,0.92,0,111.28,104.9,222,42
0.72,0.67,0.67,0.46,0.51,0.61,0.02,0.88,0.11,0.2,0.97,4,110.35,106.21,222,43
0.72,0.68,0.67,0.45,0.5,0.6,0.0,0.89,0.11,0.27,0.97,1,114.5,111.0,222,44
0.69,0.67,0.67,0.41,0.46,0.58,0.02,0.92,0.12,0.27,0.97,1,117.16,115.48,222,45
0.69,0.67,0.66,0.39,0.43,0.54,0.0,0.94,0.14,0.33,0.97,5,117.65,115.84,222,46
0.69,0.65,0.65,0.37,0.45,0.54,0.0,0.94,0.14,0.33,0.97,2,110.74,109.97,222,47
0.76,0.67,0.69,0.42,0.47,0.56,0.0,0.92,0.12,0.33,0.97,1,113.08,115.37,222,48
0.73,0.63,0.68,0.39,0.44,0.52,0.0,0.94,0.14,0.4,0.97,0,121.58,119.2,222,49
0.73,0.62,0.67,0.4,0.45,0.51,0.0,0.94,0.15,0.33,1.0,3,128.04,117.58,222,50
0.75,0.66,0.68,0.4,0.45,0.54,0.0,0.94,0.11,0.2,1.0,3,138.25,115.91,222,51
0.75,0.68,0.72,0.41,0.48,0.58,0.0,0.94,0.08,0.0,1.0,5,137.37,116.35,222,52
0.76,0.68,0.72,0.4,0.46,0.56,0.02,0.94,0.07,0.0,1.0,0,135.76,116.18,222,53
0.77,0.68,0.74,0.4,0.45,0.54,0.05,0.94,0.07,0.0,1.0,1,139.81,121.01,222,54
0.75,0.64,0.73,0.39,0.44,0.53,0.08,0.97,0.09,0.0,1.0,0,138.57,121.21,222,55
0.73,0.65,0.71,0.37,0.45,0.54,0.1,0.97,0.09,0.0,1.0,2,129.68,115.7,222,56
0.75,0.66,0.75,0.42,0.47,0.57,0.08,0.94,0.07,0.07,1.0,1,129.75,120.54,222,57
0.74,0.63,0.74,0.39,0.43,0.57,0.1,0.97,0.09,0.13,1.0,5,124.72,120.97,222,58
0.74,0.61,0.76,0.39,0.41,0.55,0.12,0.97,0.1,0.2,1.0,3,137.3,119.9,222,59
0.77,0.62,0.79,0.4,0.42,0.55,0.1,0.97,0.06,0.0,1.0,2,127.53,112.92,222,60
0.81,0.67,0.84,0.45,0.47,0.6,0.12,0.94,0.05,0.0,1.0,2,115.92,107.73,222,61
0.85,0.69,0.88,0.47,0.52,0.61,0.15,0.92,0.04,0.07,1.0,1,118.31,112.03,222,62
0.81,0.67,0.88,0.45,0.5,0.58,0.12,0.94,0.06,0.13,1.0,2,109.44,106.59,222,63
0.85,0.69,0.91,0.49,0.55,0.62,0.1,0.92,0.05,0.2,1.0,1,114.45,110.91,222,64
0.84,0.68,0.89,0.47,0.51,0.6,0.1,0.94,0.06,0.2,1.0,1,120.31,114.73,222,65
0.8,0.68,0.87,0.47,0.5,0.6,0.08,0.97,0.09,0.2,1.0,4,119.12,115.75,222,66
0.81,0.7,0.86,0.48,0.48,0.59,0.05,0.97,0.08,0.27,1.0,0,125.08,116.09,222,67
0.8,0.68,0.87,0.47,0.47,0.6,0.02,0.97,0.07,0.2,1.0,0,127.63,116.11,222,68
0.8,0.67,0.88,0.46,0.46,0.62,0.05,0.97,0.07,0.13,1.0,3,132.63,115.41,222,69
0.81,0.68,0.89,0.47,0.47,0.63,0.02,0.97,0.04,0.07,1.0,0,131.18,115.49,222,70
0.82,0.69,0.88,0.46,0.45,0.63,0.05,0.97,0.04,0.07,1.0,0,130.98,115.33,222,71
0.84,0.71,0.87,0.46,0.46,0.62,0.05,0.97,0.04,0.07,1.0,4,135.12,116.29,222,72
0.84,0.73,0.85,0.45,0.46,0.63,0.0,0.98,0.04,0.07,1.0,2,128.92,111.04,222,73
0.89,0.74,0.88,0.48,0.48,0.66,0.0,0.96,0.03,0.07,1.0,4,126.7,112.6,222,74
0.88,0.73,0.86,0.5,0.48,0.64,0.0,0.97,0.04,0.13,1.0,0,125.84,113.15,222,75
0.89,0.72,0.84,0.48,0.47,0.64,0.02,0.97,0.04,0.13,1.0,4,128.34,113.94,222,76
0.9,0.71,0.85,0.49,0.46,0.66,0.0,0.97,0.04,0.13,1.0,4,124.85,114.37,222,77
0.92,0.72,0.85,0.5,0.46,0.65,0.0,0.98,0.04,0.2,1.0,0,125.07,114.54,222,78
0.91,0.73,0.85,0.51,0.47,0.63,0.0,0.98,0.04,0.2,1.0,0,127.22,114.24,222,79
0.52,0.37,0.59,0.49,0.46,0.38,0.25,0.77,0.1,0.13,0.78,0,81.53,85.89,223,0
0.51,0.39,0.58,0.51,0.46,0.37,0.28,0.77,0.1,0.07,0.82,0,91.31,90.7,223,1
0.53,0.38,0.57,0.49,0.47,0.37,0.28,0.77,0.1,0.0,0.87,1,90.75,94.96,223,2
0.49,0.38,0.55,0.47,0.46,0.35,0.3,0.79,0.12,0.07,0.87,4,93.7,96.17,223,3
0.49,0.37,0.54,0.49,0.44,0.35,0.28,0.8,0.12,0.07,0.87,3,90.78,94.73,223,4
0.53,0.4,0.55,0.51,0.44,0.37,0.3,0.8,0.09,0.07,0.87,4,93.53,95.31,223,5
0.54,0.38,0.56,0.51,0.46,0.38,0.2,0.81,0.08,0.13,0.87,2,81.79,90.0,223,6
0.57,0.39,0.58,0.56,0.5,0.44,0.22,0.79,0.07,0.2,0.87,0,83.49,90.22,223,7
0.57,0.4,0.57,0.54,0.49,0.45,0.2,0.79,0.08,0.2,0.87,2,78.74,84.86,223,8
0.6,0.43,0.63,0.57,0.53,0.5,0.18,0.76,0.06,0.2,0.87,0,82.97,88.33,223,9
0.61,0.44,0.61,0.56,0.54,0.51,0.18,0.76,0.05,0.2,0.9,5,83.46,88.77,223,10
0.62,0.44,0.59,0.54,0.53,0.5,0.18,0.76,0.06,0.2,0.9,3,90.11,87.4,223,11
0.65,0.45,0.61,0.56,0.56,0.53,0.18,0.76,0.03,0.07,0.9,5,91.51,87.28,223,12
0.65,0.45,0.61,0.56,0.56,0.55,0.15,0.76,0.02,0.07,0.9,4,99.19,88.63,223,13
0.65,0.44,0.59,0.54,0.56,0.54,0.05,0.77,0.02,0.07,0.9,4,103.66,89.92,223,14
0.65,0.42,0.59,0.53,0.58,0.54,0.0,0.78,0.02,0.07,0.9,3,105.87,89.48,223,15
0.65,0.44,0.58,0.53,0.61,0.54,0.02,0.78,0.0,0.0,0.9,0,109.2,92.25,223,16
0.64,0.43,0.59,0.52,0.6,0.54,0.02,0.78,0.0,0.0,0.93,3,109.46,91.22,223,17
0.66,0.45,0.6,0.56,0.62,0.54,0.0,0.78,0.0,0.0,0.93,2,98.99,85.82,223,18
0.69,0.51,0.64,0.61,0.63,0.56,0.0,0.75,0.0,0.07,0.93,0,100.23,86.92,223,19
0.68,0.53,0.65,0.61,0.64,0.56,0.0,0.75,0.01,0.07,0.95,2,90.92,82.44,223,20
0.72,0.55,0.67,0.65,0.64,0.6,0.0,0.73,0.0,0.13,0.95,4,91.45,82.94,223,21
0.73,0.56,0.68,0.64,0.66,0.62,0.0,0.74,0.01,0.13,0.95,3,93.98,81.65,223,22
0.75,0.59,0.71,0.65,0.68,0.65,0.0,0.74,0.0,0.07,0.95,2,84.5,77.08,223,23
0.8,0.6,0.73,0.68,0.72,0.7,0.0,0.71,0.0,0.13,0.95,1,83.6,81.04,223,24
0.79,0.58,0.73,0.63,0.69,0.67,0.02,0.74,0.02,0.2,0.95,1,85.14,84.53,223,25
0.78,0.58,0.71,0.63,0.66,0.64,0.0,0.76,0.03,0.27,0.95,1,89.79,88.49,223,26
0.77,0.59,0.69,0.6,0.63,0.62,0.0,0.79,0.04,0.27,0.95,1,94.15,92.35,223,27
0.76,0.57,0.68,0.57,0.63,0.58,0.0,0.81,0.07,0.27,0.95,3,103.68,91.35,223,28
0.77,0.57,0.69,0.59,0.67,0.6,0.02,0.81,0.04,0.07,0.95,1,103.21,95.69,223,29
0.77,0.55,0.65,0.57,0.64,0.57,0.05,0.84,0.06,0.13,0.95,4,107.89,97.07,223,30
0.75,0.55,0.64,0.57,0.65,0.57,0.0,0.84,0.06,0.13,0.95,0,114.41,99.11,223,31
0.75,0.53,0.62,0.55,0.64,0.57,0.0,0.84,0.05,0.07,0.96,3,113.48,98.04,223,32
0.77,0.53,0.65,0.58,0.64,0.57,0.0,0.84,0.02,0.07,0.96,3,112.73,97.28,223,33
0.81,0.52,0.65,0.61,0.65,0.57,0.0,0.84,0.0,0.07,0.96,4,109.89,98.3,223,34
0.83,0.52,0.66,0.6,0.64,0.56,0.0,0.85,0.01,0.13,0.96,3,116.65,97.21,223,35
0.86,0.53,0.66,0.61,0.66,0.59,0.0,0.85,0.0,0.0,0.96,1,117.18,102.35,223,36
0.84,0.49,0.63,0.57,0.63,0.55,0.02,0.88,0.01,0.07,0.96,4,119.88,103.28,223,37
0.84,0.5,0.61,0.58,0.62,0.57,0.0,0.89,0.01,0.07,0.96,0,126.02,106.27,223,38
0.84,0.52,0.6,0.58,0.64,0.56,0.02,0.89,0.0,0.0,0.99,3,120.69,105.16,223,39
0.85,0.53,0.6,0.6,0.64,0.58,0.02,0.89,0.0,0.07,0.99,2,112.03,100.02,223,40
0.88,0.55,0.63,0.62,0.69,0.63,0.0,0.86,0.0,0.13,0.99,0,112.97,100.81,223,41
0.89,0.57,0.64,0.62,0.69,0.63,0.0,0.86,0.0,0.13,1.0,3,115.83,99.86,223,42
0.89,0.58,0.68,0.62,0.7,0.66,0.0,0.86,0.0,0.07,1.0,5,111.97,99.98,223,43
0.9,0.56,0.69,0.63,0.69,0.65,0.0,0.86,0.0,0.13,1.0,1,117.61,104.85,223,44
0.87,0.53,0.65,0.63,0.66,0.62,0.0,0.89,0.02,0.13,1.0,4,119.18,106.22,223,45
0.87,0.53,0.64,0.62,0.65,0.61,0.0,0.89,0.03,0.13,1.0,5,115.13,106.25,223,46
0.88,0.53,0.63,0.62,0.67,0.59,0.0,0.89,0.04,0.2,1.0,1,120.42,110.86,223,47
0.86,0.53,0.62,0.6,0.63,0.55,0.0,0.92,0.06,0.2,1.0,5,116.01,110.59,223,48
0.87,0.55,0.61,0.6,0.64,0.54,0.0,0.92,0.07,0.27,1.0,3,124.77,108.93,223,49
0.89,0.56,0.64,0.63,0.66,0.56,0.02,0.92,0.04,0.07,1.0,4,123.29,109.7,223,50
0.89,0.58,0.66,0.62,0.66,0.56,0.0,0.93,0.04,0.13,1.0,2,111.31,104.25,223,51
0.94,0.6,0.69,0.64,0.72,0.58,0.02,0.9,0.03,0.2,1.0,5,111.11,104.12,223,52
0.93,0.58,0.69,0.64,0.74,0.6,0.02,0.9,0.03,0.2,1.0,0,115.72,104.68,223,53
0.95,0.57,0.68,0.62,0.72,0.59,0.02,0.9,0.04,0.13,1.0,3,121.67,104.0,223,54
0.96,0.56,0.68,0.65,0.73,0.61,0.05,0.9,0.01,0.0,1.0,2,114.04,98.78,223,55
0.99,0.61,0.7,0.7,0.77,0.64,0.08,0.88,0.0,0.0,1.0,0,115.63,98.87,223,56
1.0,0.62,0.69,0.7,0.77,0.63,0.05,0.88,0.0,0.0,1.0,3,114.27,97.73,223,57
1.0,0.63,0.71,0.71,0.8,0.66,0.05,0.88,0.0,0.0,1.0,3,111.22,97.26,223,58
1.0,0.64,0.72,0.73,0.8,0.67,0.02,0.88,0.0,0.07,1.0,0,116.58,97.15,223,59
0.99,0.66,0.71,0.73,0.81,0.66,0.0,0.88,0.0,0.0,1.0,0,110.59,96.74,223,60
1.0,0.65,0.72,0.75,0.81,0.67,0.02,0.88,0.0,0.07,1.0,5,112.25,96.93,223,61
0.99,0.65,0.72,0.74,0.81,0.68,0.0,0.88,0.01,0.07,1.0,3,110.91,95.76,223,62
1.0,0.67,0.74,0.76,0.81,0.71,0.0,0.88,0.0,0.07,1.0,4,111.97,96.71,223,63
1.0,0.69,0.74,0.77,0.81,0.69,0.0,0.89,0.01,0.07,1.0,5,106.47,96.64,223,64
1.0,0.69,0.73,0.79,0.81,0.69,0.02,0.89,0.0,0.13,1.0,3,111.08,95.9,223,65
1.0,0.7,0.73,0.79,0.82,0.72,0.0,0.89,0.0,0.07,1.0,5,107.42,96.23,223,66
1.0,0.69,0.72,0.8,0.81,0.73,0.0,0.89,0.01,0.13,1.0,4,108.0,96.67,223,67
1.0,0.7,0.73,0.81,0.83,0.73,0.0,0.89,0.0,0.13,1.0,2,97.25,92.29,223,68
1.0,0.74,0.75,0.84,0.87,0.77,0.02,0.87,0.0,0.2,1.0,0,95.68,92.25,223,69
0.98,0.74,0.77,0.85,0.87,0.75,0.05,0.87,0.0,0.2,1.0,2,87.98,87.9,223,70
1.0,0.78,0.79,0.9,0.88,0.8,0.02,0.84,0.0,0.27,1.0,0,87.62,87.6,223,71
1.0,0.8,0.78,0.89,0.9,0.81,0.02,0.84,0.0,0.27,1.0,4,89.34,89.03,223,72
0.99,0.78,0.77,0.88,0.88,0.83,0.02,0.85,0.0,0.27,1.0,3,99.13,88.44,223,73
0.99,0.8,0.78,0.89,0.9,0.82,0.05,0.85,0.0,0.07,1.0,5,96.47,88.38,223,74
1.0,0.78,0.79,0.87,0.91,0.84,0.02,0.85,0.01,0.13,1.0,0,100.44,88.28,223,75
1.0,0.77,0.8,0.87,0.93,0.83,0.02,0.85,0.0,0.07,1.0,2,91.97,84.55,223,76
1.0,0.81,0.83,0.89,0.97,0.85,0.02,0.83,0.0,0.13,1.0,3,95.28,83.99,223,77
1.0,0.83,0.86,0.88,1.0,0.84,0.02,0.83,0.0,0.07,1.0,3,97.11,83.42,223,78
1.0,0.86,0.89,0.87,1.0,0.86,0.05,0.83,0.0,0.0,1.0,0,95.05,83.79,223,79
0.41,0.43,0.6,0.34,0.55,0.51,0.15,0.72,0.06,0.07,0.84,0,94.62,86.92,224,0
0.42,0.42,0.59,0.34,0.54,0.52,0.15,0.72,0.07,0.0,0.89,3,90.01,86.19,224,1
0.43,0.43,0.6,0.36,0.54,0.53,0.15,0.72,0.04,0.07,0.89,1,93.65,90.61,224,2
0.42,0.41,0.56,0.34,0.52,0.51,0.18,0.75,0.06,0.07,0.89,3,93.63,89.18,224,3
0.45,0.45,0.58,0.35,0.55,0.5,0.15,0.75,0.04,0.07,0.89,2,85.12,84.1,224,4
0.47,0.5,0.6,0.37,0.57,0.56,0.12,0.72,0.03,0.13,0.89,4,86.28,84.99,224,5
0.46,0.5,0.62,0.37,0.56,0.57,0.12,0.73,0.02,0.13,0.89,2,74.81,79.96,224,6
0.5,0.52,0.64,0.41,0.59,0.63,0.15,0.71,0.01,0.2,0.89,5,73.48,80.18,224,7
0.49,0.53,0.63,0.41,0.58,0.64,0.18,0.71,0.02,0.2,0.89,3,81.68,78.9,224,8
0.53,0.55,0.64,0.42,0.61,0.66,0.15,0.71,0.0,0.07,0.89,2,70.04,73.78,224,9
0.58,0.58,0.68,0.46,0.65,0.71,0.18,0.68,0.0,0.13,0.89,1,75.71,77.47,224,10
0.55,0.56,0.68,0.42,0.65,0.7,0.15,0.71,0.02,0.13,0.89,0,77.96,80.52,224,11
0.56,0.55,0.69,0.42,0.65,0.7,0.18,0.71,0.02,0.13,0.92,0,84.19,84.38,224,12
0.56,0.53,0.71,0.41,0.64,0.69,0.15,0.71,0.01,0.13,0.96,0,89.39,87.49,224,13
0.56,0.52,0.71,0.43,0.64,0.69,0.12,0.71,0.01,0.13,1.0,2,77.52,82.1,224,14
0.58,0.55,0.74,0.46,0.7,0.75,0.15,0.68,0.0,0.2,1.0,3,88.07,80.89,224,15
0.62,0.55,0.76,0.47,0.73,0.79,0.15,0.68,0.0,0.0,1.0,4,88.46,82.07,224,16
0.61,0.56,0.75,0.45,0.74,0.79,0.1,0.69,0.0,0.07,1.0,2,83.22,77.68,224,17
0.62,0.57,0.79,0.51,0.75,0.82,0.1,0.66,0.0,0.07,1.0,0,86.95,77.52,224,18
0.63,0.58,0.78,0.52,0.75,0.82,0.1,0.66,0.01,0.0,1.0,2,76.81,72.34,224,19
0.7,0.6,0.83,0.55,0.81,0.86,0.1,0.64,0.0,0.07,1.0,3,77.48,71.65,224,20
0.72,0.62,0.83,0.56,0.82,0.89,0.08,0.64,0.0,0.07,1.0,0,77.31,71.51,224,21
0.7,0.61,0.84,0.58,0.83,0.9,0.08,0.64,0.0,0.07,1.0,3,78.79,70.66,224,22
0.72,0.63,0.87,0.6,0.84,0.91,0.1,0.64,0.0,0.0,1.0,2,70.88,66.15,224,23
0.78,0.67,0.92,0.64,0.89,0.92,0.08,0.61,0.0,0.07,1.0,2,64.6,62.17,224,24
0.82,0.7,0.94,0.67,0.92,0.96,0.1,0.59,0.0,0.07,1.0,4,71.6,63.06,224,25
0.81,0.72,0.95,0.67,0.92,0.94,0.0,0.6,0.01,0.07,1.0,5,67.28,62.87,224,26
0.8,0.73,0.96,0.68,0.93,0.94,0.0,0.6,0.02,0.13,1.0,0,67.44,62.94,224,27
0.79,0.73,0.95,0.69,0.95,0.92,0.0,0.6,0.01,0.13,1.0,1,66.1,66.65,224,28
0.76,0.68,0.92,0.66,0.93,0.92,0.02,0.62,0.04,0.2,1.0,4,64.35,67.21,224,29
0.77,0.68,0.94,0.67,0.93,0.93,0.0,0.63,0.03,0.27,1.0,2,54.48,63.4,224,30
0.81,0.69,0.96,0.7,0.97,0.96,0.02,0.61,0.01,0.33,1.0,1,54.48,66.95,224,31
0.8,0.68,0.93,0.67,0.95,0.93,0.02,0.63,0.04,0.4,1.0,5,50.68,67.11,224,32
0.79,0.67,0.93,0.68,0.96,0.92,0.02,0.63,0.04,0.47,1.0,3,57.91,66.28,224,33
0.81,0.7,0.95,0.7,0.96,0.95,0.02,0.63,0.01,0.33,1.0,3,70.69,65.58,224,34
0.82,0.71,0.95,0.72,0.97,0.99,0.0,0.63,0.0,0.13,1.0,0,74.99,65.82,224,35
0.81,0.7,0.95,0.71,0.98,0.98,0.0,0.63,0.0,0.07,1.0,5,69.89,66.16,224,36
0.8,0.69,0.94,0.71,0.97,0.96,0.02,0.63,0.0,0.13,1.0,5,67.35,66.16,224,37
0.8,0.71,0.95,0.69,0.96,0.96,0.0,0.63,0.0,0.2,1.0,2,62.69,62.24,224,38
0.81,0.75,0.99,0.75,0.98,1.0,0.0,0.61,0.0,0.2,1.0,3,74.3,61.92,224,39
0.84,0.74,1.0,0.76,0.99,1.0,0.0,0.61,0.0,0.0,1.0,3,73.96,61.63,224,40
0.83,0.78,1.0,0.76,1.0,1.0,0.0,0.61,0.0,0.0,1.0,1,72.73,65.3,224,41
0.81,0.76,0.96,0.72,0.99,0.96,0.02,0.63,0.01,0.07,1.0,4,75.3,66.14,224,42
0.8,0.78,0.96,0.72,0.99,0.95,0.0,0.64,0.01,0.07,1.0,3,73.42,65.76,224,43
0.82,0.79,0.97,0.72,0.99,0.97,0.02,0.64,0.0,0.07,1.0,3,76.79,65.24,224,44
0.82,0.81,1.0,0.74,1.0,0.97,0.02,0.64,0.0,0.0,1.0,4,79.17,65.98,224,45
0.84,0.82,1.0,0.72,1.0,0.98,0.0,0.65,0.0,0.0,1.0,4,75.96,66.66,224,46
0.84,0.84,1.0,0.74,0.99,0.99,0.0,0.66,0.0,0.07,1.0,3,75.54,66.29,224,47
0.85,0.86,1.0,0.75,1.0,0.99,0.0,0.66,0.0,0.07,1.0,5,71.36,66.19,224,48
0.84,0.87,1.0,0.76,0.99,1.0,0.0,0.66,0.01,0.13,1.0,0,70.13,66.45,224,49
0.84,0.86,0.99,0.75,0.99,1.0,0.02,0.66,0.01,0.13,1.0,2,64.87,63.22,224,50
0.86,0.88,1.0,0.79,1.0,1.0,0.05,0.63,0.0,0.13,1.0,0,70.36,63.28,224,51
0.87,0.9,0.98,0.77,1.0,1.0,0.02,0.63,0.01,0.07,1.0,5,66.11,63.12,224,52
0.88,0.92,1.0,0.77,1.0,0.98,0.02,0.63,0.01,0.13,1.0,5,66.33,63.37,224,53
0.89,0.9,1.0,0.76,0.99,0.97,0.02,0.63,0.02,0.13,1.0,1,69.87,66.56,224,54
0.89,0.88,0.97,0.76,0.95,0.96,0.02,0.66,0.05,0.13,1.0,5,65.8,66.44,224,55
0.9,0.89,0.95,0.75,0.96,0.96,0.02,0.66,0.04,0.2,1.0,4,67.84,66.94,224,56
0.92,0.89,0.97,0.76,0.97,0.96,0.0,0.66,0.05,0.2,1.0,3,75.48,66.44,224,57
0.93,0.9,1.0,0.79,0.98,0.95,0.0,0.66,0.03,0.07,1.0,4,76.57,67.39,224,58
0.93,0.9,1.0,0.77,1.0,0.93,0.0,0.67,0.03,0.07,1.0,4,73.66,68.37,224,59
0.94,0.89,1.0,0.78,0.99,0.91,0.0,0.68,0.04,0.13,1.0,1,72.26,71.97,224,60
0.9,0.85,0.98,0.74,0.98,0.9,0.02,0.71,0.06,0.2,1.0,5,71.86,71.65,224,61
0.91,0.86,0.99,0.74,0.99,0.91,0.02,0.71,0.06,0.2,1.0,1,73.16,75.07,224,62
0.89,0.84,0.96,0.73,0.99,0.88,0.0,0.73,0.09,0.27,1.0,4,70.41,76.15,224,63
0.89,0.86,0.96,0.71,0.98,0.86,0.0,0.74,0.1,0.33,1.0,4,71.49,77.11,224,64
0.89,0.85,0.95,0.71,0.97,0.87,0.0,0.75,0.1,0.33,1.0,3,81.69,76.58,224,65
0.9,0.86,0.96,0.73,0.98,0.88,0.02,0.75,0.07,0.13,1.0,3,86.82,76.05,224,66
0.91,0.88,0.97,0.74,1.0,0.89,0.0,0.75,0.04,0.07,1.0,0,86.61,75.87,224,67
0.92,0.88,0.99,0.74,1.0,0.88,0.0,0.75,0.04,0.07,1.0,4,87.19,76.4,224,68
0.93,0.89,0.99,0.74,1.0,0.9,0.0,0.76,0.05,0.07,1.0,2,82.8,72.6,224,69
0.98,0.92,1.0,0.78,1.0,0.94,0.0,0.73,0.03,0.07,1.0,5,83.02,72.78,224,70
0.96,0.92,0.99,0.79,0.99,0.96,0.0,0.73,0.03,0.07,1.0,0,87.28,72.92,224,71
0.96,0.91,0.99,0.79,0.98,0.97,0.0,0.73,0.02,0.0,1.0,4,84.09,73.55,224,72
0.97,0.93,0.98,0.79,0.97,0.98,0.0,0.74,0.02,0.07,1.0,4,80.76,74.18,224,73
0.99,0.93,0.99,0.78,0.99,0.97,0.0,0.75,0.03,0.13,1.0,3,84.34,73.61,224,74
0.99,0.96,1.0,0.8,0.99,0.97,0.0,0.75,0.0,0.07,1.0,5,80.54,73.84,224,75
0.98,0.96,1.0,0.79,1.0,0.96,0.0,0.75,0.01,0.13,1.0,2,72.6,70.5,224,76
1.0,0.99,1.0,0.83,1.0,1.0,0.0,0.72,0.0,0.2,1.0,4,69.59,71.41,224,77
0.99,0.98,1.0,0.83,1.0,1.0,0.0,0.73,0.01,0.27,1.0,0,68.4,71.72,224,78
1.0,0.97,0.99,0.81,0.98,1.0,0.02,0.73,0.02,0.27,1.0,3,81.59,71.32,224,79
0.34,0.59,0.52,0.37,0.4,0.34,0.2,0.8,0.09,0.2,0.76,2,67.44,80.13,225,0
0.38,0.62,0.54,0.42,0.43,0.39,0.2,0.77,0.07,0.27,0.76,5,65.27,79.65,225,1
0.4,0.6,0.55,0.43,0.44,0.39,0.22,0.77,0.08,0.27,0.76,3,72.5,78.7,225,2
0.43,0.6,0.56,0.44,0.47,0.4,0.22,0.77,0.04,0.13,0.76,4,72.83,79.82,225,3
0.42,0.61,0.56,0.45,0.46,0.39,0.18,0.78,0.05,0.2,0.76,5,71.39,79.85,225,4
0.42,0.63,0.55,0.45,0.44,0.39,0.2,0.78,0.04,0.2,0.76,0,74.41,82.29,225,5
0.42,0.62,0.56,0.46,0.43,0.39,0.2,0.78,0.03,0.2,0.78,1,77.65,86.44,225,6
0.39,0.59,0.53,0.45,0.41,0.38,0.22,0.8,0.06,0.2,0.78,0,81.79,88.65,225,7
0.4,0.59,0.54,0.46,0.41,0.36,0.2,0.8,0.06,0.2,0.8,1,88.92,93.52,225,8
0.37,0.55,0.5,0.45,0.39,0.33,0.18,0.83,0.08,0.2,0.8,3,94.17,92.31,225,9
0.38,0.58,0.52,0.46,0.41,0.33,0.2,0.83,0.06,0.07,0.8,5,93.21,92.7,225,10
0.36,0.58,0.51,0.47,0.4,0.33,0.22,0.83,0.05,0.07,0.8,5,91.15,92.2,225,11
0.37,0.57,0.52,0.48,0.41,0.35,0.25,0.83,0.05,0.07,0.8,5,92.64,92.23,225,12
0.39,0.57,0.52,0.46,0.4,0.37,0.22,0.83,0.05,0.07,0.8,4,95.78,93.15,225,13
